[24Aug2025 00:10:58.550] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 47.3.7, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412, nogui]
[24Aug2025 00:10:58.554] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.16 by Ubuntu; OS Linux arch amd64 version 6.8.0-1030-azure
[24Aug2025 00:10:58.791] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forgeserver
[24Aug2025 00:10:58.836] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/Server2/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2365!/ Service=ModLauncher Env=SERVER
[24Aug2025 00:10:59.031] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Server2/servidor_minecraft/libraries/net/minecraftforge/fmlcore/1.20.1-47.3.7/fmlcore-1.20.1-47.3.7.jar is missing mods.toml file
[24Aug2025 00:10:59.032] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Server2/servidor_minecraft/libraries/net/minecraftforge/javafmllanguage/1.20.1-47.3.7/javafmllanguage-1.20.1-47.3.7.jar is missing mods.toml file
[24Aug2025 00:10:59.034] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Server2/servidor_minecraft/libraries/net/minecraftforge/lowcodelanguage/1.20.1-47.3.7/lowcodelanguage-1.20.1-47.3.7.jar is missing mods.toml file
[24Aug2025 00:10:59.035] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Server2/servidor_minecraft/libraries/net/minecraftforge/mclanguage/1.20.1-47.3.7/mclanguage-1.20.1-47.3.7.jar is missing mods.toml file
[24Aug2025 00:10:59.124] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: No dependencies to load found. Skipping!
[24Aug2025 00:11:00.983] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[24Aug2025 00:11:01.040] [main/INFO] [mixin/]: Successfully loaded Mixin Connector [com.robertx22.library_of_exile.MixinConnector]
[24Aug2025 00:11:01.041] [main/INFO] [mixin/]: Successfully loaded Mixin Connector [com.robertx22.mmorpg.MixinConnector]
[24Aug2025 00:11:01.046] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeserver' with arguments [nogui]
[24Aug2025 00:11:01.348] [main/WARN] [mixin/]: Error loading class: net/minecraft/client/renderer/entity/layers/ItemInHandLayer (java.lang.ClassNotFoundException: net.minecraft.client.renderer.entity.layers.ItemInHandLayer)
[24Aug2025 00:11:01.349] [main/WARN] [mixin/]: @Mixin target net.minecraft.client.renderer.entity.layers.ItemInHandLayer was not found mmorpg-mixins.json:PlayerAnimMixin
[24Aug2025 00:11:06.890] [modloading-worker-0/INFO] [Exile Log: com.robertx22.library_of_exile.registry.helpers.OrderedModConstructor/]: Mod Constructor Registered : library_of_exile
[24Aug2025 00:11:06.947] [modloading-worker-0/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Forge mod loading, version 47.3.7, for MC 1.20.1 with MCP 20230612.114412
[24Aug2025 00:11:06.948] [modloading-worker-0/INFO] [net.minecraftforge.common.MinecraftForge/FORGE]: MinecraftForge v47.3.7 Initialized
[24Aug2025 00:11:07.028] [modloading-worker-0/INFO] [Exile Log: com.robertx22.library_of_exile.registry.helpers.OrderedModConstructor/]: Mod Constructor Registered : dungeon_realm
[24Aug2025 00:11:07.029] [modloading-worker-0/INFO] [Exile Log: com.robertx22.library_of_exile.registry.helpers.OrderedModConstructor/]: Mod Constructor Registered : the_harvest
[24Aug2025 00:11:07.230] [modloading-worker-0/INFO] [Exile Log: com.robertx22.library_of_exile.registry.helpers.OrderedModConstructor/]: Mod Constructor Registered : mmorpg
[24Aug2025 00:11:07.289] [modloading-worker-0/INFO] [dungeon_realm/]: Dungeon Realm loaded.
[24Aug2025 00:11:08.068] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file /workspaces/Server2/servidor_minecraft/config/curios-common.toml is not correct. Correcting
[24Aug2025 00:11:08.070] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key slots was corrected from null to its default, []. 
[24Aug2025 00:11:08.507] [modloading-worker-0/WARN] [Exile Log: com.robertx22.library_of_exile.registry.ExileRegistryContainer/]: Entry of type: mmorpg_stat_condition already exists as seriazable: random_roll
[24Aug2025 00:11:08.774] [modloading-worker-0/WARN] [Exile Log: com.robertx22.library_of_exile.registry.ExileRegistryContainer/]: Entry of type: mmorpg_gear_rarity already exists as seriazable: common
[24Aug2025 00:11:08.778] [modloading-worker-0/WARN] [Exile Log: com.robertx22.library_of_exile.registry.ExileRegistryContainer/]: Entry of type: mmorpg_gear_rarity already exists as seriazable: uncommon
[24Aug2025 00:11:08.781] [modloading-worker-0/WARN] [Exile Log: com.robertx22.library_of_exile.registry.ExileRegistryContainer/]: Entry of type: library_of_exile_item_requirement already exists as seriazable: is_map
[24Aug2025 00:11:08.942] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Starting version check at https://files.minecraftforge.net/net/minecraftforge/forge/promotions_slim.json
[24Aug2025 00:11:09.585] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Found status: OUTDATED Current: 47.3.7 Target: 47.4.0
[24Aug2025 00:11:10.227] [main/INFO] [com.mojang.authlib.yggdrasil.YggdrasilAuthenticationService/]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[24Aug2025 00:11:10.303] [main/WARN] [net.minecraftforge.common.ForgeHooks/WP]: The following mods have version differences that were not resolved:
chunky (version 1.3.146 -> MISSING)
Things may not work well.
[24Aug2025 00:11:10.891] [main/WARN] [net.minecraft.server.packs.VanillaPackResourcesBuilder/]: Assets URL 'union:/workspaces/Server2/servidor_minecraft/libraries/net/minecraft/server/1.20.1-20230612.114412/server-1.20.1-20230612.114412-srg.jar%23113!/assets/.mcassetsroot' uses unexpected schema
[24Aug2025 00:11:10.892] [main/WARN] [net.minecraft.server.packs.VanillaPackResourcesBuilder/]: Assets URL 'union:/workspaces/Server2/servidor_minecraft/libraries/net/minecraft/server/1.20.1-20230612.114412/server-1.20.1-20230612.114412-srg.jar%23113!/data/.mcassetsroot' uses unexpected schema
[24Aug2025 00:11:10.984] [main/WARN] [net.minecraft.server.MinecraftServer/]: Missing data pack mod:chunky
[24Aug2025 00:11:13.134] [main/INFO] [net.minecraft.world.item.crafting.RecipeManager/]: Loaded 7 recipes
[24Aug2025 00:11:13.252] [main/INFO] [net.minecraft.advancements.AdvancementList/]: Loaded 1271 advancements
[24Aug2025 00:11:13.264] [main/INFO] [top.theillusivec4.curios.Curios/]: Loaded 11 curio slots
[24Aug2025 00:11:13.268] [main/INFO] [top.theillusivec4.curios.Curios/]: Loaded 1 curio entities
[24Aug2025 00:11:14.492] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Starting minecraft server version 1.20.1
[24Aug2025 00:11:14.493] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Loading properties
[24Aug2025 00:11:14.493] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Default game type: SURVIVAL
[24Aug2025 00:11:14.493] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Generating keypair
[24Aug2025 00:11:14.583] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Starting Minecraft server on *:25565
[24Aug2025 00:11:14.636] [Server thread/INFO] [net.minecraft.server.network.ServerConnectionListener/]: Using epoll channel type
[24Aug2025 00:11:14.716] [Server thread/WARN] [net.minecraft.server.dedicated.DedicatedServer/]: **** SERVER IS RUNNING IN OFFLINE/INSECURE MODE!
[24Aug2025 00:11:14.716] [Server thread/WARN] [net.minecraft.server.dedicated.DedicatedServer/]: The server will make no attempt to authenticate usernames. Beware.
[24Aug2025 00:11:14.716] [Server thread/WARN] [net.minecraft.server.dedicated.DedicatedServer/]: While this makes the game possible to play without internet access, it also opens up the ability for hackers to connect with any username they choose.
[24Aug2025 00:11:14.717] [Server thread/WARN] [net.minecraft.server.dedicated.DedicatedServer/]: To change this, set "online-mode" to "true" in the server.properties file.
[24Aug2025 00:11:14.734] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file ./world/serverconfig/dungeon_realm_dimension-server.toml is not correct. Correcting
[24Aug2025 00:11:14.735] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key dungeon_realm:dungeon was corrected from null to its default, SimpleCommentedConfig:{}. 
[24Aug2025 00:11:14.735] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key dungeon_realm:dungeon.DEFAULT_DATA_BLOCK was corrected from null to its default, mob. 
[24Aug2025 00:11:14.736] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key dungeon_realm:dungeon.ALLOWED_BLOCK_BREAK_TAG was corrected from null to its default, library_of_exile:map_allowed_block_break. 
[24Aug2025 00:11:14.736] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key dungeon_realm:dungeon.DISABLED_BLOCK_INTERACT_TAG was corrected from null to its default, library_of_exile:map_disable_block_interact. 
[24Aug2025 00:11:14.736] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key dungeon_realm:dungeon.BANNED_ITEMS_TAG was corrected from null to its default, library_of_exile:banned_map_items. 
[24Aug2025 00:11:14.737] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key dungeon_realm:dungeon.ENVIRO_DMG_TAG was corrected from null to its default, library_of_exile:enviro_damage. 
[24Aug2025 00:11:14.737] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key dungeon_realm:dungeon.CHUNK_PROCESS_RADIUS was corrected from null to its default, 3. 
[24Aug2025 00:11:14.738] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key dungeon_realm:dungeon.CHUNK_SPAWN_RADIUS was corrected from null to its default, 1. 
[24Aug2025 00:11:14.738] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key dungeon_realm:dungeon.DESPAWN_INCORRECT_MOBS was corrected from null to its default, true. 
[24Aug2025 00:11:14.739] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key dungeon_realm:dungeon.WIPE_DIMENSION_ON_LOAD was corrected from null to its default, true. 
[24Aug2025 00:11:14.740] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key dungeon_realm:dungeon.DISABLE_WORLDBORDER_OVERRIDE was corrected from null to its default, false. 
[24Aug2025 00:11:14.742] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key dungeon_realm:dungeon.DIMENSION_MOBS_ENVIRO_IMMUNITY was corrected from null to its default, true. 
[24Aug2025 00:11:14.748] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file ./world/serverconfig/curios-server.toml is not correct. Correcting
[24Aug2025 00:11:14.750] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key keepCurios was corrected from null to its default, DEFAULT. 
[24Aug2025 00:11:14.752] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key menu was corrected from null to its default, SimpleCommentedConfig:{}. 
[24Aug2025 00:11:14.753] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key menu.enableLegacyMenu was corrected from null to its default, false. 
[24Aug2025 00:11:14.754] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key menu.experimental was corrected from null to its default, SimpleCommentedConfig:{}. 
[24Aug2025 00:11:14.754] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key menu.experimental.minimumColumns was corrected from null to its default, 1. 
[24Aug2025 00:11:14.755] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key menu.experimental.maxSlotsPerPage was corrected from null to its default, 48. 
[24Aug2025 00:11:14.757] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file ./world/serverconfig/the_harvest_dimension-server.toml is not correct. Correcting
[24Aug2025 00:11:14.758] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key the_harvest:harvest was corrected from null to its default, SimpleCommentedConfig:{}. 
[24Aug2025 00:11:14.758] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key the_harvest:harvest.DEFAULT_DATA_BLOCK was corrected from null to its default, mob. 
[24Aug2025 00:11:14.758] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key the_harvest:harvest.ALLOWED_BLOCK_BREAK_TAG was corrected from null to its default, library_of_exile:map_allowed_block_break. 
[24Aug2025 00:11:14.759] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key the_harvest:harvest.DISABLED_BLOCK_INTERACT_TAG was corrected from null to its default, library_of_exile:map_disable_block_interact. 
[24Aug2025 00:11:14.759] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key the_harvest:harvest.BANNED_ITEMS_TAG was corrected from null to its default, library_of_exile:banned_map_items. 
[24Aug2025 00:11:14.759] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key the_harvest:harvest.ENVIRO_DMG_TAG was corrected from null to its default, library_of_exile:enviro_damage. 
[24Aug2025 00:11:14.760] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key the_harvest:harvest.CHUNK_PROCESS_RADIUS was corrected from null to its default, 3. 
[24Aug2025 00:11:14.762] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key the_harvest:harvest.CHUNK_SPAWN_RADIUS was corrected from null to its default, 2. 
[24Aug2025 00:11:14.762] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key the_harvest:harvest.DESPAWN_INCORRECT_MOBS was corrected from null to its default, true. 
[24Aug2025 00:11:14.762] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key the_harvest:harvest.WIPE_DIMENSION_ON_LOAD was corrected from null to its default, true. 
[24Aug2025 00:11:14.762] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key the_harvest:harvest.DISABLE_WORLDBORDER_OVERRIDE was corrected from null to its default, false. 
[24Aug2025 00:11:14.763] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key the_harvest:harvest.DIMENSION_MOBS_ENVIRO_IMMUNITY was corrected from null to its default, true. 
[24Aug2025 00:11:14.772] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file ./world/serverconfig/dungeon_realm-server.toml is not correct. Correcting
[24Aug2025 00:11:14.773] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[24Aug2025 00:11:14.773] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key general.DIMENSION_CHANCE_MULTI was corrected from null to its default, [dungeon_realm:dungeon-1.5]. 
[24Aug2025 00:11:14.775] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key general.DUNGEON_MAP_SPAWN_CHANCE_ON_CHEST_LOOT was corrected from null to its default, 5.0. 
[24Aug2025 00:11:14.776] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key general.MIN_MAP_ROOMS was corrected from null to its default, 12. 
[24Aug2025 00:11:14.776] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key general.MAX_MAP_ROOMS was corrected from null to its default, 20. 
[24Aug2025 00:11:14.776] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key general.mob_min was corrected from null to its default, 1. 
[24Aug2025 00:11:14.776] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key general.mob_max was corrected from null to its default, 2. 
[24Aug2025 00:11:14.777] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key general.pack_mob_min was corrected from null to its default, 3. 
[24Aug2025 00:11:14.777] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key general.pack_mob_max was corrected from null to its default, 6. 
[24Aug2025 00:11:14.777] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key general.UBER_FRAG_DROP_RATE was corrected from null to its default, 10.0. 
